"","Calu3_mock3","Calu3_mock2","Calu3_mock1","Calu3_SARSCoV2_3","Calu3_SARSCoV2_2","Calu3_SARSCoV2_1","SRR1942929","SRR1942934","SRR1942956","SRR1942957","SRR1942960","SRR1942961","SRR1942989","SRR1942990","cluster","gene_type"
"ADNP",-1.36130174564725,-1.44465672580094,-1.42735872866539,-0.439830411398303,-0.264360934925569,-0.522132923531614,0.0577557708405693,0.285893066824031,1.05659017964158,1.08249213450573,0.016887234471388,0.0960399672851744,1.39621325587823,1.46776986052237,2,"Human"
"PFDN4",0.694054574833159,0.606083136740477,0.0964144153258555,1.35948760150528,1.4967726470242,0.900349749916151,-0.0448297942699368,0.213085057717742,-1.19901481888386,-1.34411729621968,0.0181500532213724,0.00953625694593213,-1.32043354235912,-1.48553804149759,4,"Human"
"DOK5",1.43107847048509,0.133374876931362,1.47672590615461,0.736157911978612,1.03053241469028,1.10830414445453,-0.517638242370861,-0.461821024947759,-0.235706069986321,-0.590989699936041,-0.662934923347764,-1.47432526102951,-0.49843324204672,-1.47432526102951,4,"Human"
"CSTF1",-0.784669122859029,-0.325486035379698,-0.374089087602662,-1.38546557970572,-1.26285917135597,-0.955734414512126,-0.0507194811699568,0.270917408623277,0.719301610444092,0.495478013460388,-0.0443501471039676,-0.00643496411326919,1.92121026813938,1.78290070313525,2,"Human"
"BMP7",-1.77923722484457,-0.900581030409942,-0.317146583905032,-0.735998099122624,-1.37872811059609,0.157421356479785,-0.400141472289826,0.178377952065291,1.08589407578311,0.82049476299135,0.352253253041266,0.0797793519629084,1.77555789577492,1.06205387306945,2,"Human"
"TPD52L2",0.700056580069116,1.489288141548,1.15965593302364,-0.167482607778645,-0.730664130417699,-0.520193294023507,0.248544300398809,0.0738995034681434,-1.87190509685181,-1.95217830178901,0.295208071587011,0.168646753556763,0.597734935543192,0.509389211666011,1,"Human"
"DNAJC5",0.608300122605292,1.54544310904815,2.10011958414331,0.0143838160901345,-0.771233097157615,0.976645280158842,-0.488092359215338,-1.47855854139351,0.359790246435959,-0.448969943141993,-0.541822310998741,-0.495328412871589,-0.822212806901751,-0.558464686801135,4,"Human"
"NELFCD",-0.610672284172236,0.321287689870168,-0.136173794601703,-1.24121904052902,-1.82435393264956,-1.69389885036767,0.482058873787306,0.864174143859362,-0.191525568202224,0.367061956879447,0.664494876222235,0.658741440864703,1.20988530972471,1.1301391793145,11,"Human"
"CTSZ",1.12904345425866,1.46868810763451,1.12018586900698,0.909314752891497,0.936537582589409,0.964479045992562,-0.598760477551025,-0.640521162876642,-1.058542663973,-1.10208217175543,-0.605271582869322,-0.600635408549677,-0.974434732552296,-0.948000612246231,4,"Human"
"PRPF6",0.667872835517884,2.32982985809779,0.852199461483038,0.651218819155796,-0.340593077843514,0.396305767354895,0.00914615423470429,-0.482241796664865,-1.63828679901897,-1.6126877901702,-0.281230109514937,-0.237586005872081,-0.145981868738474,-0.167965448021047,4,"Human"
"TUBB1",-1.30257407623086,-0.724118363978421,-0.652633208041597,-1.30257407623086,-0.0904294666894042,-1.30257407623086,0.00688549805542411,0.530630819067362,0.0132225920442236,0.306332544737165,0.464523020576281,0.616802946718389,1.52485868623608,1.91164715996709,3,"Human"
"PRELID3B",-0.481704419868721,-1.90387373319879,-1.355923806205,0.484569735981477,0.041428918841215,-0.244165034984354,0.431033371384411,0.82641305152569,-0.735991277236325,-0.884507220518983,0.431789961283897,0.4320751037956,1.66001990311451,1.29883544608535,2,"Human"
"PSMA7",1.12811215437201,2.17472348980247,1.41526157472054,-0.10730317828812,-0.25882060982382,-0.029474580696323,-0.0542069671093109,-0.266317134295254,-1.22277582828585,-1.63364842080306,0.0585895135784835,-0.047854061357446,-0.536118516807325,-0.620167435006994,4,"Human"
"SLCO4A1",0.844369505211567,1.18407317865358,1.12181119705243,1.0817104164913,0.864885194835072,1.37607873083602,-0.487722914561403,-0.852157946412653,-1.1896796962375,-0.955969533155882,-0.441048878616236,-0.576025140097203,-1.14971298853671,-0.820611125462368,4,"Human"
"TCFL5",2.01652204229354,1.37534961119811,1.40770879503834,-0.153048528320929,0.302676226720155,-0.146331058898392,-0.135703940477462,-0.28298852205612,-1.16893127608379,-1.68870462084153,-0.493757507864182,-0.358192257884874,-0.399335684612891,-0.275263278210001,4,"Human"
"DIDO1",-1.2356251196386,-1.6338937581524,-0.83166015120937,-0.703091134465822,-0.647618130502135,-0.352072526091641,0.157491840796882,-0.0470018239807788,0.922639966242689,0.858787200084016,0.153037370360281,0.0685284016388333,1.5537785265344,1.73669933838363,2,"Human"
"SLC17A9",0.572672884377544,1.86793155015373,1.40377813816994,0.0175919015590481,0.130581453410781,0.648228462181104,-0.810906539507249,-1.87375585870443,0.484029997445131,-0.491622168773229,-0.862447492700887,-0.938927630888365,-0.570561978346125,0.423407281623019,1,"Human"
"BIRC7",0.370585488879762,0.620817760032268,0.359031342116722,1.51378806022229,1.77313690832469,0.612736864144419,-1.6663589607848,-1.37781070047861,-0.45874846268352,0.447764385013611,-0.623891795218033,-0.352130783654603,-0.921834160191539,-0.297085945722638,5,"Human"
"NKAIN4",-0.951237513550392,-0.0255161279851857,0.248304063079648,0.234152772200008,2.15305717750239,1.94981568538673,-0.402440619418918,-0.447963577508291,-0.0805686458401857,0.557836783268381,-0.381727456483004,-0.951237513550392,-0.951237513550392,-0.951237513550392,7,"Human"
"COL20A1",-0.880026208007309,-0.346837027665696,-0.0359251352575484,-0.396075235207908,-0.880026208007309,-0.880026208007309,-0.563934810834577,-0.301800616150542,0.332803974483221,0.33982945774413,-0.226176169743116,-0.507474867314721,2.09620328001585,2.24946577395284,2,"Human"
"PTK6",-0.252358689731218,0.621117554146951,0.19254983601652,1.42118863882713,1.44888423815693,1.66101529734544,-0.40488219483743,-0.707205779667299,-0.0742918832780011,-0.104099541752656,-0.429206063835579,-0.363925285153335,-1.74098986723833,-1.26779625899911,5,"Human"
"C20orf27",0.832504402973315,2.14029451573285,1.71768025365253,-0.295264372366081,-0.572952039940789,-0.0198375655173176,0.387159325210914,-0.317759971820726,-0.693539628760013,-1.34188815541587,0.00713028129307098,0.0162159088738386,-1.15082534937544,-0.708917604540265,4,"Human"
"RNF24",-0.637198785394918,-0.187909331404502,-0.128322158648706,1.56883586862212,1.86174589538009,1.7963466237019,-0.583993031582008,-0.0709656646019104,-0.0543055730455194,-0.337466668055254,-0.868498557617735,-0.334369708328528,-0.938114559889635,-1.08578434913539,5,"Human"
"TRIB3",-0.0865385013248292,0.28513900739855,0.102418871080941,1.21563594054415,1.31180646207328,1.47831368569243,-1.17989606877278,-1.33806037021988,-0.243068081392782,-0.407254502550638,-1.25091914098601,-1.26351966589708,0.662368701785897,0.713573662568743,5,"Human"
"RASSF2",2.17010330722094,-0.0684344117012788,1.63153266961133,0.051617161023083,0.798385409262873,-0.0283330207184156,-0.425950627217193,-0.0745065533503033,-0.612905084258957,-1.17472962654897,0.0899778634243107,-0.4012920099805,-0.285091745964157,-1.67037333080276,1,"Human"
"SLC52A3",0.567724664411214,0.735588331751884,0.820901873049835,0.792722117690256,0.848672358706133,1.22529450171672,0.221686714107608,0.0419214644611867,-1.12252621878107,-1.33102932833617,0.183359399660155,0.297881226388403,-1.7444171787812,-1.53777992604496,9,"Human"
"HM13",1.26843690639261,2.12510607158304,1.50705459810309,0.0639883030648655,-0.106636523642875,0.155591534387424,-0.379525878522648,-0.437296029515892,-1.41669378367156,-1.27188931403839,-0.476904042276212,-0.433722489246783,-0.369645685872856,-0.227863666743799,4,"Human"
"SNPH",0.353912760257649,0.463686237550512,0.370822805868317,1.41048553771055,1.51147821827822,1.62463991571999,-0.979807252398557,-0.954767922497061,-0.0219171727739538,0.0358105435995924,-0.834626403951147,-1.20153351496991,-0.973118717518966,-0.805065034875229,5,"Human"
"MYLK2",-0.438758571006426,-0.254861437881467,-0.405900225735842,-1.2645349694693,-1.71697542915875,-0.731119167180938,0.164409652555119,0.191729055935014,0.0380483059762041,0.47172890159076,0.455451952357656,-0.235850516231244,1.83620555629439,1.89042689195482,6,"Human"
"SEC23B",-0.179379937685507,-0.893065116053124,-0.49658272009038,-0.787260223192663,-1.37907362641508,-1.02238335667637,-0.0503010796358096,0.0406017199247384,0.616772295017935,0.555781587548208,-0.057848902049816,-0.236904557582737,2.08474619552054,1.80489772137008,2,"Human"
"FERMT1",-1.33669243827599,-1.27549196377668,-0.996683357223578,-0.468759706030189,-1.14331545622975,-0.745324322992408,0.963791807254336,1.03918772929526,1.16205275083756,1.21569592355148,0.91944340097878,0.892781401754904,-0.16513402150055,-0.0615517476431521,3,"Human"
"PLCB4",-1.04138717248874,-1.52468109787994,-1.45748747692095,-0.855366982067587,-0.510487768865284,-0.951300885897727,1.00816556076982,1.0752840100235,0.831105835981781,0.721791041870071,0.963149436999164,0.984345965446041,0.346855753528689,0.410013779501162,1,"Human"
"MYL9",0.745003858701038,1.02440363331659,0.814998132743008,1.14731473345917,1.11195944836806,1.02243498569961,-0.19625844020854,-0.36240411732894,-0.983601475095645,-0.719415674025869,-0.206019367127037,-0.122649644131537,-1.80445551764885,-1.47131055672106,4,"Human"
"TLDC2",1.21940352855896,1.06481794942378,0.597298788999717,0.0818400058916387,-0.284188407271188,-0.129165218375661,-0.701806802197341,-0.724518434509895,1.17476342522466,1.76964396328856,-0.586356569388152,-1.10975543694358,-1.16823009828209,-1.20374669441939,4,"Human"
"CRNKL1",-1.48337240903525,-0.0798435969777076,-0.441866560262356,-1.58967329620979,-0.85653214044206,-0.796011576125315,0.282261172239425,0.628112444857349,1.56912037631578,1.64903118099028,-0.0333038051241045,-0.0606585648554273,0.99870068413516,0.214036090494009,2,"Human"
"SAMHD1",-0.833229106334175,-0.956888960666667,-0.658125774120836,1.41550331362595,1.36878847663986,1.34513022217369,-0.707856679978265,-0.629900555288688,1.15086388269819,1.14301355955153,-0.701017183515341,-0.649499342506665,-0.629703677717384,-0.657078174561207,7,"Human"
"KIF3B",-1.01047605888494,-1.20844732242514,-0.882135699407533,-1.06110622545958,-1.26418717657158,-1.17855120448531,0.637161067103267,0.930985184154332,0.757741546368181,0.906597607928627,0.600673000239267,0.791590207160605,1.06288533114337,0.917269743136439,3,"Human"
"NOP56",0.0529380651314247,0.595382970121408,-0.124186248408237,-1.48763908010643,-1.92905824551968,-1.85490128512648,0.758911105866959,0.880008786978102,0.220288652155489,0.252638691475032,0.661109618818376,0.637774586441895,0.83013132728652,0.506601054885626,11,"Human"
"MANBAL",1.20135420034996,1.63025182598779,1.31715480186521,-0.0809570005463723,-0.152295640308285,0.380111306115459,0.0676814982397248,0.108114531479136,-1.60551369271456,-1.85047321054741,0.0475221640337068,0.270100123001589,-0.72968415715694,-0.603366749798995,4,"Human"
"IDH3B",1.12095730630682,1.92546403034423,1.53647158612224,-0.226398171390887,-0.61750170655248,-0.288491124688966,0.31453214378819,0.247358967880843,-1.22012492503043,-1.3733362987692,0.194283257498657,0.12805955246334,-0.705609735055667,-1.03566488291671,9,"Human"
"MAPRE1",0.109307279304797,-0.325517807626061,-0.175440363727169,-0.848234687093164,-0.888771903558184,-1.41660464382738,0.457542754536728,0.788693634428918,-0.864170740489394,-1.27934858929596,0.646586804908984,0.49566398784006,1.72256646850236,1.5777278060955,11,"Human"
"JAG1",-1.62500192877202,-2.12581233703918,-1.61444578895632,0.433426652421735,0.0493811584115729,0.0738260767186821,0.63949884044446,0.693645696633134,0.698583592709294,0.72005755536942,0.665057611497659,0.645527243016623,0.418112060557573,0.328143566987354,1,"Human"
"CDK5RAP1",-0.332121059772029,-0.211094544423755,-0.457712175815577,-1.33880373541065,-0.942534642893524,-1.53012399937295,-0.100043004733031,0.302074521888676,0.693419300436359,0.524869079917255,-0.114875574437848,-0.157136745092897,1.88387459985244,1.78020797985754,2,"Human"
"SNTA1",1.25600003595436,1.89053348279347,1.34517017727729,-0.613783167105214,-0.6705051785242,0.37635488664714,0.145495032734042,-0.133214009219544,-0.606815421391315,-0.370630402446017,0.10252607053836,0.252181601944441,-1.6131576950989,-1.36015541410393,9,"Human"
"TTI1",-0.526391697772631,-0.484148876487089,-0.2519375722717,-0.881381234351281,-1.33130012591167,-1.21272545707095,0.421431236700149,0.546461398696374,-0.324588339561364,-0.463205782443107,0.0951373334348078,0.620087746292029,2.00509435751504,1.78746701323135,2,"Human"
"E2F1",1.0588578448936,1.86418578557831,1.36314708463577,-0.672736097687886,-0.587586649456659,-0.507938654669375,0.548210052209721,0.276796070024642,-1.28621769985283,-1.13026551330049,0.545452057332085,0.386443736874605,-0.98848686720468,-0.869861149376833,9,"Human"
"CHMP4B",0.802722768990442,1.68638699758267,0.767477986985753,0.756051060852204,0.989097259821345,0.965768343582093,-0.699941570645627,-0.770974096362216,-1.44426807659062,-1.60210031138281,-0.602632616599407,-0.539597922635188,-0.180088031205341,-0.127901792393308,10,"Human"
"CST3",1.28056567542897,1.65055981278431,1.1894022150503,0.437992254731604,0.588678790573271,0.858480915298466,-0.286925669079212,-0.440262433427406,-1.00643070204827,-1.03869598170304,-0.333223561025267,-0.30188270648757,-1.29011965196903,-1.30813895812712,4,"Human"
"CST4",1.13047884453567,-0.727165414322034,1.52842304406369,1.98473151040196,-0.727165414322034,1.07201215014161,-0.125578037840591,-0.727165414322034,0.227255803273942,-0.727165414322034,-0.727165414322034,-0.727165414322034,-0.727165414322034,-0.727165414322034,4,"Human"
"WFDC2",0.909648751897359,1.1045968551873,0.960550360999316,1.08329431967671,1.05374042691455,1.19354084280405,-0.395660531915132,-0.486843282915337,-0.994632474993905,-0.947462285725969,-0.404343222174865,-0.331468755582325,-1.37271458338142,-1.37224642079034,4,"Human"
"AHCY",0.553412144022576,1.10952632308203,0.832563190918379,-0.88972132246333,-1.20646874767107,-0.882188321006309,0.983127360707263,0.632138438328189,-1.586933284038,-1.62622383045887,0.74354403455098,0.637106770881854,0.424735635014217,0.275381608132106,11,"Human"
"PPP1R16B",0.865135282826619,0.908189206805002,0.853789612533341,0.214204644057884,1.79232258253239,0.771963999383718,-0.450377113928566,-0.724425741753525,-0.243610723824605,0.0582092504763329,-0.247998708529505,-0.72992119308042,-0.919668416227327,-2.14781268127136,4,"Human"
"FAM83D",0.1885160485925,0.0814673983929666,0.230533004315291,-1.92144929143756,-1.70231570980149,-1.60206699737664,0.392402846496275,0.435977574953824,0.469444530054681,0.39920648159066,0.355490965910253,0.307104468759675,1.23521613305881,1.13047254649076,3,"Human"
"EPPIN",-1.45603446627553,-1.45603446627553,-1.45603446627553,-0.254025305299069,-0.310543419599035,-0.618057322764759,0.0072289033296133,0.145273376575929,1.40040660244672,1.15484868258244,0.438389349468732,0.139142670931797,1.09207239705567,1.17336746409854,2,"Human"
"DHX35",-1.03217521028998,-1.47698549196054,-1.51185163401102,-0.933789632655801,-0.230045490885621,-0.755751565833042,-0.0530144109162541,0.953344979030748,1.23840062211436,1.06740157348791,0.147988975171829,0.611117734759717,1.12970212331522,0.845657428672468,3,"Human"
"DNTTIP1",0.414546101030209,0.982738429935364,0.330165183227718,1.07535484892925,1.05086368565682,1.31455597311326,-1.30406145499206,-1.15351914460693,-0.984382263298792,-0.937787312730638,-0.916720460435929,-1.11473745112048,0.742840820259596,0.500143045032611,5,"Human"
"MAP1LC3A",1.41364436773101,1.10949203601413,0.787946349008429,0.685201352156728,0.683204164076792,1.46643154757268,-1.24798606701126,-1.14521884383689,-0.64558967484911,-0.813297621248304,-0.876708639304482,-1.01712926835919,-0.541086427983331,0.1410967260328,5,"Human"
"TNNC2",1.34375689914257,1.00088857059373,1.07201220619685,1.12826000724218,0.422226508176879,0.603400420281332,-0.859962249679857,-1.21346855196409,-1.0662267947788,-1.8696994913814,-0.488421805861361,-0.198080833680783,0.283667489759297,-0.158352374046556,1,"Human"
"ACOT8",0.912995625918405,1.31731420188963,1.06002657186326,0.544283440585054,0.330324401390967,0.618494165184991,0.111821790251473,-0.380072261267524,-0.0905861577217176,-0.229450157865213,-0.0351828316988846,-0.126063090906977,-2.28937958631208,-1.74452611131139,4,"Human"
"APMAP",1.31317170924616,1.33227936089286,1.11708745811159,-0.63335351598518,-0.452930196426163,-0.438768531477043,0.582620058665742,0.541010519803558,-1.46940443494247,-1.45690268462754,0.700239563513142,0.659667715980769,-0.852235150784422,-0.942481871971036,9,"Human"
"CELF4",1.58606691113153,0.254693562970407,0.225000942844773,1.46995593924579,1.51854350542452,1.01634442971436,-0.554229254176597,-0.560101577154801,-1.10102883490405,-0.77828937852934,-0.596002307433246,-0.707131881505353,-0.917220992544178,-0.856601065083822,4,"Human"
"ZNF516",-0.107221909648399,-0.544304853924389,-0.240509733976835,1.55850770910916,1.83039090888837,1.63702376990075,-0.799598200266435,-1.05179123520632,0.376247683311947,0.11285020887626,-1.02312582701609,-0.901177719290257,-0.593186856503982,-0.254103944253807,7,"Human"
"ADNP2",-1.19185564828604,-1.46903713686944,-1.23415814513506,-0.306937878093148,-0.814694526827968,-0.449934892980788,0.0276313500264232,0.0642784729838019,0.991142942596231,1.12780974508503,0.0873422781382349,0.116425087299331,1.51677616264345,1.53521218941995,2,"Human"
"RBFA",0.646410981654826,2.23210673443587,0.911389443605436,-0.201814627031292,-0.850781863994168,-0.364750240353825,0.323174133154947,0.443789421602561,-0.797467429310786,0.110364091160678,0.166791302570454,0.429173666873957,-1.7027398359347,-1.34564577843396,9,"Human"
"VAPA",1.3683724523816,0.132400391405874,0.144033303045893,0.881617236967395,1.56471192656215,0.821689001051219,-0.942795467218826,-0.385270614081409,-1.44711648092808,-1.58130788997431,-0.748239017501921,-0.742866078103732,0.530427011677551,0.404344224716602,5,"Human"
"METTL4",0.667625203098005,-1.43859478829945,-0.710883955125941,1.61879199958755,1.40683307871679,1.41293396207629,-0.0709243023644327,0.291009185230673,-0.91623889312178,-0.800638688955445,0.394790609370722,-0.039979033675075,-0.974494681386138,-0.840229695151799,7,"Human"
"SMCHD1",-1.04190164986181,-2.15692630121552,-1.32736799904252,0.0311837629212119,0.285063151044317,-0.391855238559728,-0.0514038771028446,0.0949789109062771,1.18921159285955,1.22663459190397,0.00891362929105002,-0.0251111392965223,1.12085399310729,1.03772657304528,2,"Human"
"MYL12A",1.03715543164144,0.963376461791909,0.600511911624471,1.29787232897962,1.30993521725481,1.01146881290884,-0.450907060782636,-0.220900566032992,-1.18970457788639,-1.3078207866073,-0.359357547244565,-0.458837353673664,-1.08580877411139,-1.14698349786212,4,"Human"
"CEP192",-0.54976758266198,-1.42997488798651,-0.811245447022906,-1.11242282726453,-1.21268138089867,-1.38460120110698,0.655765901556829,0.879420756429916,0.797335961004884,1.00768319613884,0.694935383816154,0.785215635398788,0.88354506185578,0.796791430740431,3,"Human"
"RNMT",-1.28935433771014,-1.81296306565667,-1.6194219596781,0.809594101134235,1.36993025388788,0.057841338393592,-0.0203201205026314,0.500483026042188,0.136089677522624,-0.322313971271098,-0.125441068411736,0.0854030824336254,1.18182740184759,1.0486456419686,1,"Human"
"LIPG",-0.888305670640441,-0.680465996414239,-0.45539923840687,-0.424432344893712,-0.10454102055066,-0.361396370376001,-0.624574408734156,-0.450175975484625,2.25681166557028,2.09702257775638,-0.531285244040206,-0.694186083167344,0.447791781269044,0.413136328112532,1,"Human"
"ANKRD12",-1.13664571951498,-1.949387762369,-1.54664173935246,0.162187319296306,0.455315993748233,0.00589521119305425,-0.216947225072106,-0.0487672756951732,1.17469112400245,1.1406806034948,-0.169705632624804,-0.111390361024329,1.11467772009496,1.12603774382305,2,"Human"
"POLI",-1.39795202822469,-1.66269727421825,-1.59972278304546,-0.40102632932162,0.198667082559271,-0.331834066658539,0.11936207294929,0.350806785467456,1.32577522681306,1.11611555155805,-0.0990756167814923,0.296954881205957,1.04978873497151,1.03483776272543,2,"Human"
"MIB1",-0.968241415543649,-1.81038927217789,-0.967264897956273,-0.769700173004406,-0.695156403414276,-1.03008474314999,0.402994785005921,0.626787256400653,1.17711668614111,1.1467683701935,0.460193277714072,0.375780451793794,1.02446296329746,1.02673311469998,3,"Human"
"RBBP8",-0.751303175541116,-1.48684562034023,-1.40943424898814,-0.0172564374077737,0.217502872086388,-0.15410819788317,-0.574172364147306,-0.257549710600361,1.43188067892481,1.18635723276328,-0.590270327208966,-0.363287824925411,1.40134646287864,1.36714066038935,2,"Human"
"RIOK3",-0.984793807345016,-1.57370861549382,-1.18915489201112,0.998420734274286,1.08685940504744,0.693341004049571,-0.877203770735785,-0.497018023479526,0.81540596573711,0.869194846977485,-0.765151544586943,-0.615526717229032,1.01582833102342,1.02350708377191,7,"Human"
"CSTF2",0.565292708926857,0.456900823013659,0.839151132708184,-1.03796665908214,-1.16552114867871,-1.49860693209239,1.01100421423261,0.969757953992731,-1.02780087585542,-1.50382504001504,0.888093870404136,0.85490891576725,0.518626875975759,0.129984160702477,6,"Human"
"H2BW2",0.75736770384476,1.0934690231594,0.452673348848553,0.802020871631581,1.42106016400519,0.286650916252747,-0.57697367326524,-0.953972928384934,0.722653064039205,0.746328383160219,-0.958455309296352,-1.6140996579081,-0.914114058713204,-1.26460784737382,5,"Human"
"MXRA5",0.738946226886732,0.548686480705947,0.765489699035849,1.46798503961413,1.48688398556663,1.39428960291654,-0.832319899161907,-0.876680858988029,-0.700403826937943,-0.584544111692566,-0.7325300996547,-0.734481187895585,-1.00983848760601,-0.93148256278909,4,"Human"
"VSIG1",-1.64233664544662,-0.988520317250844,-1.01390212628376,-1.04613831934819,-0.924155380468736,-0.766950066322618,1.05951988857611,1.12196817558831,0.418501094080028,0.502391703602351,1.08007330770165,1.07195588591265,0.580579513992791,0.547013285666886,3,"Human"
"PSMD10",0.168406131303074,-0.162117207000463,-0.172219458555415,-0.842858876934658,-0.354794236607256,-1.22643608646797,0.316418434580519,0.786190780530768,-1.03432715210434,-1.65377506061414,0.519297345073157,0.400458005081511,2.02926799360913,1.22648938810607,11,"Human"
"GPR143",1.23905662452135,1.75747509728313,1.50244835726311,0.327064779304439,0.638264137222418,0.225657576113534,-0.29730477806626,-0.318784243575158,-0.660720143697906,-1.25685202950617,-0.365257103891005,-0.290163855907352,-1.21627957775045,-1.28460483931369,10,"Human"
"PGRMC1",1.39491727664123,0.93871965270737,1.15549453997099,-0.568826120614691,-0.28043920449042,-0.659880634363775,0.651675687018741,0.683345598792137,-0.556796703083462,-0.682190753672085,0.65046107445922,0.603335201824563,-1.69802597783727,-1.63178963735254,9,"Human"
"POLA1",0.14535996927973,-0.633228593146132,-0.187019125972156,-1.50858003872374,-1.32983807348507,-1.63140270820241,1.05976723268935,1.3622477084225,0.199742707844493,0.287195214169508,1.17895986133114,1.1045065491326,-0.273790512402409,0.226079809062596,6,"Human"
"MID1",-0.568099251163348,-1.3262948941886,-0.907635040425414,-0.528548065984934,-0.57563527644622,-0.865066035557436,-0.354992016264762,-0.029941423524337,0.973601891484949,0.785838244258584,-0.221247764375593,-0.106198757949993,2.01679788987555,1.70742050026155,2,"Human"
"NXT2",-0.056836210308053,-2.11783603218008,-0.975476979592511,-0.523819476770389,-0.869650356577572,-1.00362643452488,0.77882508067286,0.908273014352289,0.117265988574835,-0.14122504298569,0.920470883407539,0.563696513073396,1.27724147078259,1.12269758207567,2,"Human"
"ALG13",-0.862900824850288,-1.72093471223298,-1.27449962618205,-0.64031652652729,-0.48453272792393,-0.5704876485994,0.548399972750874,0.899521716811657,-0.112668644492325,0.0563241022402034,0.49567651985865,0.484335467745846,1.71423396527297,1.46784896612804,2,"Human"
"AMMECR1",-0.494240787263841,-1.79743613592536,-1.17085708097622,-0.769040031971842,-0.536799820084219,-1.44839706947897,0.776773173129169,1.0428552530161,0.560006439800787,0.346254202468861,0.821774031708675,0.854624893882849,0.89460937995831,0.919873551735703,1,"Human"
"WDR13",1.09490234861614,2.07041357219276,1.41784561790715,-0.103348621145654,0.0208064357654622,0.858804765200932,-0.113866557902189,-1.16132031514322,-0.899117040310857,-1.0016554432785,-0.360624587614578,-0.321150998442685,-1.08367489517021,-0.418014280674572,10,"Human"
"SUV39H1",0.539556717493846,1.09142375426204,1.07248751316642,-0.964757416625986,-1.6948024308433,-1.24073779980127,-0.00605165005958552,-0.107174160011736,-0.827425914504203,-0.929188054155081,0.421524202014774,0.0954685528089969,1.39343708735105,1.15623959890403,11,"Human"
"SRPX",0.655375580671702,1.25759443566855,1.67980447480037,0.618318776975183,0.965848215333924,1.01819448730318,-0.34526237782399,-0.757538541446476,-0.623604712910806,-0.94397884439993,-0.41655036200778,-0.510090315032609,-1.16973174388275,-1.42837907324856,4,"Human"
"XIAP",-1.2505196917667,-1.9275961087196,-1.62792355669942,-0.0336651146946013,-0.271186831896341,-0.471769612368951,0.242893341583695,0.556323302986914,1.03483174712855,1.03284422432143,0.421144783581774,0.296641116136101,0.945446897521012,1.05253550288614,2,"Human"
"STAG2",-0.73500092519511,-2.36906711599226,-1.11359296427225,-0.404923994388551,-0.333695599070397,-0.759411316112203,0.48892284309137,0.712977316560192,1.25576169213737,1.13611510078589,0.493433429397535,0.459600165571468,0.618024694308094,0.550856673178854,3,"Human"
"ATP11C",-0.292136889239145,-1.91099932927079,-1.02339804136125,-0.893251748695998,-0.500996722223804,-1.29542356907287,1.01821878852879,1.20221550493204,0.430125479367347,0.388712380804952,1.17040406790163,1.00412209341518,0.501841323468557,0.200566661445377,1,"Human"
"ABCD1",0.572795349510613,0.761313427766062,0.763793347417142,1.3101886110977,1.24841626040351,1.48503374031527,-0.605226537524545,-0.903742341119749,-0.315124907614394,-0.365961031423451,-0.607715543741685,-0.528250797211776,-1.39676864193998,-1.41875093593472,5,"Human"
"CCDC22",0.659919401743641,1.97348566273195,1.74485035726308,0.333427070165541,-0.29488102157768,0.65702660566467,0.0284655622967115,-0.751701827545092,-0.628403338459142,-0.458301230787482,-0.255645975704323,-0.303678677946604,-1.42243777821621,-1.28212480962902,10,"Human"
"SYP",-1.5943081398405,-0.46837160631075,-0.762795447804086,-1.47803476252505,-0.510964653842938,-1.16252426755549,1.31376604221709,0.869794034033763,-0.0143843716894599,0.305561529191937,0.720702265984798,0.611478953028085,0.951290514295036,1.21878991081756,3,"Human"
"PLP2",0.622357825142956,1.21608925039521,0.939704419107624,0.644582243985259,0.398084784379407,0.666357343111181,0.111902988311124,0.206097100693677,-0.552670038924956,-0.585001893435007,0.20452615572492,0.234786985042595,-2.04434660881108,-2.06247055472289,4,"Human"
"PLS3",0.0630755261854476,-1.47004700859484,-0.436594645720907,-0.57782183785472,-1.13219968678674,-1.48289681486357,1.04634736184317,1.56199857950866,-0.18875727452176,-0.506350561532926,1.21249572426774,1.09213217046182,0.459118843812468,0.359499623796161,6,"Human"
"NAA10",1.17420819734796,2.48153227350418,1.26727524527103,-0.803087719709831,-0.660393572815051,-0.480451236738162,0.2736294903107,-0.20391765609048,-0.930700142275179,-0.83994979712033,-0.0111457836775793,0.000656017523717923,-0.797488292643725,-0.470167022887238,9,"Human"
"MTMR8",-1.06925720403317,-1.12927341838176,-0.655856774884944,-1.0299123608915,-1.78901785574071,-0.575118676902619,0.860376864888954,1.11155630120019,1.12666152835631,0.871141642773367,0.690123951960831,0.84301388773057,0.585245146558786,0.160316967365705,3,"Human"
"ASB9",1.3597804298294,1.58881257304439,1.36317425164593,-0.883709855101449,-0.808488747073586,-0.667584009799913,0.633699626722641,0.57275409942044,-1.15685879188971,-1.36559862492174,0.36292959657715,0.238966244603195,-0.632458717389426,-0.605418075667326,9,"Human"
"ZC3H12B",-0.882577175895327,-0.826225633627008,-0.807194611202986,-0.746540499434398,-1.55364139741557,-1.55364139741557,0.849396104119207,1.10686338648289,0.422741409753471,1.08854105814293,0.975910093772781,0.637990812644964,0.677922635977419,0.610455214097206,3,"Human"
