Series16_A549ACE2_Mock_1,Series16_A549ACE2_Mock_2,Series16_A549ACE2_Mock_3,Series16_A549ACE2_SARSCoV2_1,Series16_A549ACE2_SARSCoV2_2,Series16_A549ACE2_SARSCoV2_3,Series16_A549ACE2_SARSCoV2_Rux_1,Series16_A549ACE2_SARSCoV2_Rux_2,Series16_A549ACE2_SARSCoV2_Rux_3
L1FLnI_14q21.1x,0,0,0,1,0,0,0,0,0
L1FLnI_14q21.2g,0,0,0,0,0,0,0,0,0
L1FLnI_16q21m,0,0,0,0,0,0,0,0,0
L1FLnI_16q22.2c,0,0,0,0,0,0,0,0,0
L1FLnI_17p13.1a,0,0,0,2,0,0,0,0,0
L1FLnI_18q12.1n,0,0,0,0,0,0,0,0,0
L1FLnI_18q23c,0,0,0,2,1,1,2,0,0
L1FLnI_1p13.1d,0,0,0,0,0,0,0,0,0
L1FLnI_1p21.2p,0,0,0,0,0,0,0,0,0
L1FLnI_1p21.3w,0,0,0,1,2,2,0,7,1
L1FLnI_1p22.2f,0,0,0,8,4,4,11,2,6
L1FLnI_1p33i,0,0,0,0,0,0,0,0,0
L1FLnI_1q25.2b,0,0,0,0,0,0,0,0,1
L1FLnI_1q32.3k,0,0,0,0,0,0,1,0,0
L1FLnI_1q44p,0,0,0,1,0,0,0,0,0
L1FLnI_20q13.33a,0,0,0,0,0,0,0,0,0
L1FLnI_2p12c,0,0,0,0,0,0,0,0,0
L1FLnI_2p16.1i,0,0,0,0,0,0,0,0,0
L1FLnI_2p22.1j,0,0,0,0,0,0,0,0,0
L1FLnI_2q22.3m,0,0,0,0,0,0,0,0,0
L1FLnI_2q24.1ga,0,0,0,1,0,0,0,0,0
L1FLnI_2q32.1u,0,0,0,0,0,0,0,0,0
L1FLnI_3p12.1d,0,0,0,1,0,0,1,0,1
L1FLnI_3p14.1h,0,0,0,1,0,1,0,0,1
L1FLnI_3p24.3b,0,0,0,0,0,0,0,0,0
L1FLnI_3p24.3ya,0,0,0,1,0,0,0,0,0
L1FLnI_3p26.1q,0,0,0,1,2,0,1,0,2
L1FLnI_3q12.1g,0,0,0,1,0,0,0,2,0
L1FLnI_3q13.13da,0,0,0,1,0,0,1,2,0
L1FLnI_3q22.1o,0,0,0,0,0,0,0,0,0
L1FLnI_3q22.1z,0,0,0,0,0,0,0,0,0
L1FLnI_3q23k,0,0,0,0,1,0,0,0,1
L1FLnI_3q24j,0,0,0,0,0,0,0,0,0
L1FLnI_3q25.2p,0,0,0,1,0,0,0,0,0
L1FLnI_3q26.1da,0,0,0,0,0,0,0,0,0
L1FLnI_4p15.33h,0,0,0,0,0,0,0,0,0
L1FLnI_4q12a,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.1q,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3qa,0,0,0,0,0,0,0,0,0
L1FLnI_4q26ja,0,0,0,1,0,0,0,0,0
L1FLnI_4q28.1q,0,0,0,2,0,0,2,0,0
L1FLnI_4q32.3c,0,0,0,0,0,0,0,0,0
L1FLnI_4q33p,0,0,0,0,0,0,0,0,0
L1FLnI_4q34.1j,0,0,0,0,0,0,0,0,0
L1FLnI_5p12o,0,0,0,0,0,0,0,0,0
L1FLnI_5p15.32j,0,0,0,3,0,2,3,2,4
L1FLnI_5q12.2a,0,0,0,0,0,0,0,0,0
L1FLnI_5q13.3i,0,0,0,0,0,0,0,0,0
L1FLnI_5q23.2da,0,0,0,0,0,0,0,0,0
L1FLnI_5q23.3f,0,0,0,0,0,0,0,0,0
L1FLnI_5q31.3e,0,0,0,0,0,0,0,0,0
L1FLnI_5q32q,0,0,0,1,0,0,0,0,0
L1FLnI_5q32v,0,0,0,0,0,0,0,0,0
L1FLnI_6p24.3g,0,0,0,1,1,0,0,0,0
L1FLnI_6q12aa,0,0,0,0,0,0,0,0,0
L1FLnI_6q14.1c,0,0,0,0,0,0,0,0,0
L1FLnI_6q16.1ga,0,0,0,0,0,0,0,0,0
L1FLnI_6q27m,0,0,0,1,0,0,0,0,0
L1FLnI_6q27o,0,0,0,1,1,0,0,0,0
L1FLnI_7p21.1y,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.32f,0,0,0,0,0,0,0,0,0
L1FLnI_7q36.3b,0,0,0,0,0,0,0,1,0
L1FLnI_8p21.3a,0,0,0,0,0,0,0,0,0
L1FLnI_8q12.1ga,0,0,0,0,0,0,0,0,0
L1FLnI_8q12.1v,0,0,0,0,0,1,2,0,0
L1FLnI_8q13.3c,0,0,0,0,0,0,0,0,0
L1FLnI_8q21.3ka,0,0,0,1,0,0,0,0,0
L1FLnI_8q22.1ia,0,0,0,0,0,0,0,0,0
L1FLnI_8q24.13g,0,0,0,0,0,0,0,0,0
L1FLnI_9p21.3s,0,0,0,0,0,0,0,0,0
L1FLnI_Xp11.3w,0,0,0,1,0,0,1,0,0
L1FLnI_Xp11.3z,0,0,0,0,1,0,0,0,0
L1FLnI_Xq11.2d,0,0,0,0,0,0,0,0,0
L1FLnI_Xq12q,0,0,0,1,0,0,2,1,2
L1FLnI_Xq13.2i,0,0,0,0,1,0,0,0,0
L1FLnI_Xq13.2j,0,0,0,0,0,0,0,0,0
L1FLnI_Xq13.2m,0,0,0,0,0,0,0,0,0
L1FLnI_Xq13.3i,0,0,0,0,0,0,1,0,2
L1FLnI_Xq21.1vd,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.1wa,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.31pa,0,0,0,0,0,0,0,0,0
L1FLnI_Xq23k,0,0,0,0,0,1,0,0,0
L1FLnI_Xq23kb,0,0,0,0,0,0,0,0,0
L1FLnI_Xq23qb,0,0,0,1,0,0,0,0,0
L1FLnI_Xq25a,0,0,0,1,0,0,0,0,0
L1FLnI_Xq28aa,0,0,0,0,0,0,0,0,0
L1FLnI_Xq28k,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2ab,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2ba,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2da,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2ia,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2ka,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2nb,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.21u,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.221y,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.222m,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.222n,0,0,0,0,0,0,0,0,0
LTR19_10q11.21,0,0,0,0,0,0,0,0,0
LTR19_20p13,0,0,0,0,0,0,0,0,0
LTR19_20q12b,0,0,0,0,0,0,0,0,0
LTR23_Xq22.1,0,0,0,1,0,0,0,0,0
LTR25_10p15.1b,0,0,0,1,0,0,0,0,0
LTR25_6q21,0,0,0,0,0,0,0,0,0
LTR57_6q27,0,0,0,1,1,1,0,0,0
MER101_12q24.13a,0,0,0,2,0,1,0,2,0
MER101_1q24.3a,0,0,0,1,0,0,0,0,0
MER101_3q22.2,0,0,0,1,0,0,0,0,0
MER101_6q27d,0,0,0,3,6,3,6,5,1
MER101_6q27e,0,0,0,1,1,2,2,1,0
MER34B_12q14.3,0,0,0,7,4,2,5,3,5
MER34B_12q21.1,0,0,0,1,0,0,0,0,0
MER34B_17q12,0,0,0,1,0,0,0,0,0
MER34B_1q24.2,0,0,0,1,2,1,2,2,0
MER34B_2q32.1,0,0,0,1,0,0,0,0,0
MER34B_3q11.2f,0,0,0,1,0,0,0,0,0
MER34B_8q24.13,0,0,0,1,0,0,0,0,1
MER4_10q26.3,0,0,0,0,0,0,0,0,0
MER4_11q21a,0,0,0,0,0,0,0,0,0
MER4_11q21c,0,0,0,0,0,0,0,0,0
MER4_12q13.11,0,0,0,1,3,2,3,2,4
MER4_12q21.33,0,0,0,0,0,0,0,0,0
MER4_14q22.1b,0,0,0,0,0,0,0,0,0
MER4_17p13.1,0,0,0,0,0,0,0,0,0
MER4_18q21.1,0,0,0,0,0,0,0,0,0
MER4_1p34.1a,0,0,0,1,0,3,0,1,0
MER4_2p24.3c,0,0,0,0,0,0,0,0,0
MER4_2q36.1,0,0,0,0,0,0,0,0,0
MER4_3q29d,0,0,0,0,0,0,0,0,0
MER4_4p16.3b,0,0,0,1,1,0,0,0,0
MER4_4q13.2b,0,0,0,0,0,0,0,0,0
MER4_4q13.3b,0,0,0,0,0,0,0,0,0
MER4_4q22.3,0,0,0,0,0,0,0,0,0
MER4_4q23b,0,0,0,1,0,0,1,1,1
MER4_4q28.2c,0,0,0,0,0,0,0,0,0
MER4_6q16.1c,0,0,0,1,0,0,0,0,0
MER4_6q26d,0,0,0,1,0,2,2,1,3
MER4_6q27b,0,0,0,1,0,0,0,0,0
MER4_8q23.3a,0,0,0,0,0,0,0,0,0
MER4_Xp22.12,0,0,0,0,0,0,0,0,0
MER4_Xp22.2c,0,0,0,0,0,0,0,0,0
MER4_Xq21.31a,0,0,0,0,0,0,0,0,0
MER4_Xq21.31m,0,0,0,0,0,0,0,0,0
MER4_Xq22.3c,0,0,0,0,0,0,0,0,0
MER4_Xq24a,0,0,0,0,0,1,0,0,0
MER4_Xq27.3e,0,0,0,0,0,0,0,0,0
MER4_Yp11.2f,0,0,0,0,0,0,0,0,0
MER41_10q24.33,0,0,0,0,0,0,1,0,1
MER41_11p15.1a,0,0,0,0,0,0,0,0,0
MER41_11p15.4b,0,0,0,0,0,0,0,0,0
MER41_14q32.13,0,0,0,1,0,0,0,0,1
MER41_16q22.1,0,0,0,0,0,0,0,0,0
MER41_17q21.32b,0,0,0,1,1,0,4,0,0
MER41_17q23.3b,0,0,0,1,2,0,1,0,0
MER41_1p34.1b,0,0,0,1,2,0,0,1,0
MER41_1q44a,0,0,0,2,0,1,0,0,0
MER41_2p16.3b,0,0,0,0,0,0,0,0,0
MER41_2q33.1,0,0,0,2,0,0,2,0,0
MER41_3q26.1a,0,0,0,2,0,0,0,0,0
MER41_4q23a,0,0,0,0,0,0,0,0,0
MER41_6q13,0,0,0,1,0,0,0,0,0
MER41_6q14.1d,0,0,0,1,0,0,1,0,0
MER41_8q11.23a,0,0,0,1,0,0,1,0,0
MER41_9q21.13a,0,0,0,2,0,0,0,0,0
MER4B_12p13.31c,0,0,0,1,0,0,0,0,0
MER4B_12q22,0,0,0,2,1,0,5,3,4
MER4B_13q14.11b,0,0,0,1,0,0,0,0,0
MER4B_14q11.2a,0,0,0,0,0,0,0,0,0
MER4B_15q21.2,0,0,0,1,0,0,0,0,0
MER4B_17p12c,0,0,0,3,0,2,1,0,0
MER4B_22q11.1,0,0,0,0,0,0,0,0,0
MER4B_2p15,0,0,0,1,2,0,0,0,1
MER4B_4p15.1a,0,0,0,1,0,0,0,2,2
MER4B_Xp11.4c,0,0,0,2,2,1,1,0,0
MER4B_Xq11.1b,0,0,0,0,0,0,0,0,0
MER61_13q21.33,0,0,0,0,0,0,0,0,0
MER61_18q12.1a,0,0,0,0,0,0,0,0,0
MER61_1p21.1b,0,0,0,0,0,0,0,0,0
MER61_1p21.1e,0,0,0,0,0,0,0,0,0
MER61_1q21.3,0,0,0,1,0,0,0,0,0
MER61_1q24.3b,0,0,0,0,0,1,0,0,0
MER61_1q43,0,0,0,5,5,0,2,5,0
MER61_21q21.2,0,0,0,0,0,0,0,0,0
MER61_3p23,0,0,0,0,0,0,0,0,0
MER61_6q14.1b,0,0,0,0,0,0,0,0,0
MER61_6q14.1d,0,0,0,0,0,0,0,0,0
MER61_8q12.3a,0,0,0,0,0,0,0,0,0
MER61_9p24.1a,0,0,0,0,0,0,0,0,0
MER61_9p24.1b,0,0,0,0,0,0,0,0,0
MER61_Xq28,0,0,0,0,1,0,0,0,0
MER61_Yq11.223e,0,0,0,0,0,0,0,0,0
MER61_Yq11.223f,0,0,0,0,0,0,0,0,0
MER61_Yq11.23d,0,0,0,0,0,0,0,0,0
MER61_Yq11.23e,0,0,0,0,0,0,0,0,0
PABLA_10p12.1,0,0,0,0,0,0,0,0,0
PABLA_2p16.3c,0,0,0,0,0,0,0,0,0
PABLA_6q26b,0,0,0,1,0,0,0,0,0
PABLA_6q26c,0,0,0,1,1,0,1,0,0
PABLA_8q24.3,0,0,0,2,1,0,1,0,1
PABLA_Xp11.21,0,0,0,1,0,0,0,0,0
PABLA_Xq21.31b,0,0,0,0,0,0,0,0,0
PABLA_Xq25,0,0,0,0,0,0,0,0,0
PABLA_Yp11.2,0,0,0,1,0,0,5,0,2
PRIMA4_1q21.1a,0,0,0,1,0,0,0,0,0
PRIMA41_18q21.33,0,0,0,0,0,0,0,0,0
PRIMA41_20p11.22,0,0,0,0,0,0,0,0,0
PRIMA41_7p14.1a,0,0,0,1,0,0,0,0,0
PRIMA41_7p15.3,0,0,0,0,0,0,0,0,0
PRIMA41_7q21.2,0,0,0,1,0,0,0,0,0
ERV316A3_10p15.1a,0,0,0,0,2,0,0,0,0
ERV316A3_10q22.1a,0,0,0,0,1,0,0,2,0
ERV316A3_11p15.4j,0,0,0,0,1,0,0,0,0
ERV316A3_11q13.1b,0,0,0,0,1,0,0,1,0
ERV316A3_11q13.4a,0,0,0,0,1,0,0,0,0
ERV316A3_12p11.22a,0,0,0,0,1,0,0,1,0
ERV316A3_12q13.11a,0,0,0,0,1,0,0,0,0
ERV316A3_12q21.31b,0,0,0,0,1,0,0,0,0
ERV316A3_12q21.31c,0,0,0,0,2,0,0,0,0
ERV316A3_12q21.33d,0,0,0,0,1,0,0,1,0
ERV316A3_12q21.33k,0,0,0,0,1,1,1,1,3
ERV316A3_13q13.2,0,0,0,0,1,0,0,0,0
ERV316A3_14q24.2d,0,0,0,0,1,0,0,0,0
ERV316A3_15q14b,0,0,0,0,1,0,2,0,1
ERV316A3_15q15.2,0,0,0,0,1,0,0,0,0
ERV316A3_18q11.2a,0,0,0,0,1,0,0,0,0
ERV316A3_1p31.1g,0,0,0,0,1,0,0,0,0
ERV316A3_1p32.2c,0,0,0,0,1,0,0,0,0
ERV316A3_1p32.2e,0,0,0,0,1,0,0,0,0
ERV316A3_1q21.2,0,0,0,0,1,0,1,2,0
ERV316A3_1q44b,0,0,0,0,1,1,0,0,0
ERV316A3_2q22.3a,0,0,0,0,1,0,0,0,0
ERV316A3_2q35h,0,0,0,0,1,0,0,0,0
ERV316A3_3q26.31,0,0,0,0,1,0,1,0,0
ERV316A3_4q13.2b,0,0,0,0,1,0,2,0,0
ERV316A3_5p13.1e,0,0,0,0,1,0,1,0,1
ERV316A3_5q31.3b,0,0,0,0,1,0,0,0,0
ERV316A3_6p22.1f,0,0,0,0,1,1,0,0,1
ERV316A3_6q12a,0,0,0,0,1,0,0,1,0
ERV316A3_6q25.3,0,0,0,0,1,0,1,0,1
ERV316A3_7q31.2,0,0,0,0,1,0,0,0,0
ERV316A3_8p21.3g,0,0,0,0,1,1,0,0,0
ERV316A3_Xq26.3a,0,0,0,0,1,0,0,0,1
ERVL_10p14,0,0,0,0,1,0,0,0,1
ERVL_12q21.32,0,0,0,0,1,0,1,0,0
ERVL_2q14.1,0,0,0,0,1,0,2,0,1
ERVL_2q24.1a,0,0,0,0,0,0,0,0,0
ERVL_6q22.33,0,0,0,0,2,0,0,0,0
ERVL_8p21.2,0,0,0,0,1,0,0,0,0
ERVLB4_10q21.3d,0,0,0,0,1,0,0,0,0
ERVLB4_12p13.1,0,0,0,0,2,0,0,1,1
ERVLB4_17q21.32,0,0,0,0,1,1,0,1,0
ERVLB4_19q13.42a,0,0,0,0,1,0,0,0,0
ERVLB4_19q13.42d,0,0,0,0,2,0,1,0,0
ERVLB4_1p36.12a,0,0,0,0,1,0,0,0,1
ERVLB4_1p36.12b,0,0,0,0,0,0,0,1,0
ERVLB4_1q42.13b,0,0,0,0,1,0,0,1,0
ERVLB4_2p16.1b,0,0,0,0,1,0,0,2,1
ERVLB4_2q12.3d,0,0,0,0,1,0,0,0,0
ERVLB4_3q27.1b,0,0,0,0,1,0,0,0,0
ERVLB4_4p15.2b,0,0,0,0,0,0,0,0,0
ERVLB4_4p16.1a,0,0,0,0,0,0,0,0,0
ERVLB4_4p16.1b,0,0,0,0,0,0,0,0,0
ERVLB4_4q28.3e,0,0,0,0,1,0,0,0,0
ERVLB4_6q27e,0,0,0,0,1,0,0,0,0
ERVLB4_8q23.1d,0,0,0,0,1,0,1,0,0
ERVLB4_9p21.3a,0,0,0,0,1,0,0,3,1
ERVLB4_9q22.33e,0,0,0,0,1,0,0,2,0
ERVLE_10p15.1d,0,0,0,0,1,0,0,0,0
ERVLE_11p11.2a,0,0,0,0,1,0,0,0,0
ERVLE_11q13.4c,0,0,0,0,1,0,0,0,0
ERVLE_14q11.2g,0,0,0,0,1,0,0,0,0
ERVLE_14q12a,0,0,0,0,1,0,0,0,1
ERVLE_16q23.2,0,0,0,0,1,0,0,0,0
ERVLE_17q25.1a,0,0,0,0,1,0,0,0,1
ERVLE_18q21.33,0,0,0,0,1,0,0,0,0
ERVLE_19q13.33,0,0,0,0,1,0,0,0,0
ERVLE_1p22.3a,0,0,0,0,1,0,0,1,0
ERVLE_1q25.3g,0,0,0,0,1,0,0,0,0
ERVLE_22q13.2c,0,0,0,0,1,0,0,0,0
ERVLE_2p23.1b,0,0,0,0,1,0,0,0,0
ERVLE_2q22.3b,0,0,0,0,1,0,0,0,0
ERVLE_2q24.2c,0,0,0,0,1,1,0,0,0
ERVLE_3p22.1d,0,0,0,0,1,0,0,0,0
ERVLE_3p22.2b,0,0,0,0,1,0,4,1,2
ERVLE_5q31.3a,0,0,0,0,1,1,0,3,0
ERVLE_6p25.1a,0,0,0,0,0,0,0,0,0
ERVLE_6q24.3c,0,0,0,0,1,0,0,0,0
ERVLE_7q31.2a,0,0,0,0,1,0,0,0,0
ERVLE_9q33.3c,0,0,0,0,1,0,0,0,0
HERV3_10q11.21b,0,0,0,0,0,0,0,0,0
HERV30_8q23.1b,0,0,0,0,0,0,0,0,0
HERV4_5q14.1b,0,0,0,0,1,0,1,0,0
HERV9_Yq11.222c,0,0,0,0,0,0,0,0,0
HERVE_8p23.1i,0,0,0,0,0,0,1,0,0
HERVE_Yp11.2e,0,0,0,0,0,0,0,0,0
HERVEA_21q21.1,0,0,0,0,0,0,0,0,0
HERVFH19_10q11.21,0,0,0,0,0,0,0,0,0
HERVFRD_11p15.4,0,0,0,0,0,1,0,0,0
HERVFRD_14q24.3a,0,0,0,0,0,0,0,0,1
HERVFRD_14q24.3b,0,0,0,0,1,0,1,0,0
HERVFRD_14q32.2,0,0,0,0,0,0,0,0,0
HERVFRD_4q32.3,0,0,0,0,0,0,0,0,0
HERVFRD_4q33,0,0,0,0,0,0,0,0,0
HERVFRD_5q11.2,0,0,0,0,2,0,0,0,0
HERVFRD_8q13.2,0,0,0,0,0,0,0,0,0
HERVFRD_Xq22.1,0,0,0,0,1,1,2,0,2
HERVH_22q13.1b,0,0,0,0,0,0,0,0,0
HERVH_4q28.3k,0,0,0,0,0,0,0,0,0
HERVH48_11q11b,0,0,0,0,0,0,0,0,0
HERVH48_18q21.2b,0,0,0,0,0,0,0,0,0
HERVH48_Xq25,0,0,0,0,0,0,0,0,0
HERVI_12p13.31,0,0,0,0,1,1,0,0,1
HERVI_4q25,0,0,0,0,0,0,0,0,0
HERVIP10F_11q13.2,0,0,0,0,0,0,0,0,0
HERVIP10F_11q24.2,0,0,0,0,0,0,0,0,0
HERVIP10F_18q12.1,0,0,0,0,0,0,0,0,0
HERVIP10F_5p12b,0,0,0,0,1,0,0,0,0
HERVIP10F_Yq11.223,0,0,0,0,0,0,0,0,0
HERVIP10FH_10q23.33,0,0,0,0,1,0,0,0,0
HERVIP10FH_19p13.2,0,0,0,0,0,0,0,0,0
HERVIP10FH_1p33a,0,0,0,0,0,1,0,0,0
HERVIP10FH_Yp11.2a,0,0,0,0,0,0,0,0,0
HERVK14C_13q31.1,0,0,0,0,0,0,0,0,0
HERVK14C_19q13.2,0,0,0,0,0,0,0,1,0
HERVK14C_Yp11.2a,0,0,0,0,0,0,0,0,0
HERVK14C_Yq11.223a,0,0,0,0,0,0,0,0,0
HERVL_11q14.1c,0,0,0,0,0,0,0,0,0
HERVL_12q21.31k,0,0,0,0,0,0,0,0,0
HERVL_12q21.33a,0,0,0,0,0,0,0,0,0
HERVL_18q21.2b,0,0,0,0,0,0,0,0,0
HERVL_1p21.1h,0,0,0,0,0,0,0,0,0
HERVL_1q31.1a,0,0,0,0,0,0,0,0,0
HERVL_1q31.2c,0,0,0,0,1,2,1,2,1
HERVL_1q43a,0,0,0,0,0,0,0,0,0
HERVL_21q21.1b,0,0,0,0,0,0,0,0,0
HERVL_21q21.3f,0,0,0,0,0,0,0,0,0
HERVL_2p16.3a,0,0,0,0,0,0,0,0,0
HERVL_2p16.3c,0,0,0,0,0,0,0,0,0
HERVL_2p24.2d,0,0,0,0,0,0,0,0,0
HERVL_3p12.1b,0,0,0,0,0,0,0,0,0
HERVL_3q26.1i,0,0,0,0,0,0,0,0,0
HERVL_4p14a,0,0,0,0,0,0,0,0,0
HERVL_5p14.2,0,0,0,0,0,0,0,0,0
HERVL_5q14.3g,0,0,0,0,0,0,0,0,0
HERVL_6q14.1a,0,0,0,0,0,0,0,0,0
HERVL_6q22.31f,0,0,0,0,0,0,0,0,0
HERVL_6q25.2,0,0,0,0,0,0,0,0,0
HERVL_6q27f,0,0,0,0,0,0,0,0,0
HERVL_7q21.11a,0,0,0,0,0,0,0,0,0
HERVL_8q21.13b,0,0,0,0,0,0,0,0,0
HERVL_Xp11.21d,0,0,0,0,0,0,0,0,0
HERVL_Xq12d,0,0,0,0,0,0,0,0,0
HERVL_Xq21.31d,0,0,0,0,0,0,0,0,0
HERVL_Xq27.3d,0,0,0,0,0,0,0,0,0
HERVL_Xq27.3e,0,0,0,0,0,0,0,0,0
HERVL18_3p21.31a,0,0,0,0,1,1,0,0,0
HERVL40_13q32.1,0,0,0,0,2,2,3,0,0
HERVL40_14q23.3,0,0,0,0,1,0,0,0,0
HERVL40_1p32.3,0,0,0,0,2,1,0,2,1
HERVL40_2p23.3b,0,0,0,0,1,0,1,0,0
HERVL40_5q14.3b,0,0,0,0,1,0,1,0,0
HERVL40_9p21.1,0,0,0,0,1,0,0,0,0
HERVL40_9q21.32,0,0,0,0,1,0,0,0,0
HERVL66_19p12c,0,0,0,0,0,0,0,0,0
HERVL66_19p12g,0,0,0,0,0,0,0,0,0
HERVL66_19p12k,0,0,0,0,0,0,0,0,0
HERVL66_19p13.11c,0,0,0,0,1,0,0,0,0
HERVP71A_12p13.31a,0,0,0,0,0,0,0,0,0
HERVP71A_13q22.3,0,0,0,0,0,0,0,0,0
HERVP71A_13q31.3,0,0,0,0,1,0,0,0,0
HERVP71A_1q21.3,0,0,0,0,0,0,0,0,0
HERVP71A_9q34.3,0,0,0,0,0,0,0,0,0
HERVS71_10p11.1,0,0,0,0,0,0,0,0,0
HERVS71_6p22.1,0,0,0,0,0,0,0,0,0
HERVW_9p21.1b,0,0,0,0,0,0,0,0,0
HERVW_Yq11.221,0,0,0,0,1,0,1,3,1
HML1_14_GL000009v2_random,0,0,0,0,0,0,0,0,0
HML1_14_GL000194v1_random,0,0,0,0,0,0,0,0,0
HML1_14_KI270722v1_random,0,0,0,0,0,0,0,0,0
HML1_21p11.2a,0,0,0,0,0,0,0,0,0
HML1_21p11.2b,0,0,0,0,0,0,0,0,0
HML1_22p11.2a,0,0,0,0,0,0,0,0,0
HML1_22p11.2c,0,0,0,0,0,0,0,0,0
HML1_3_GL000221v1_random,0,0,0,0,0,0,0,0,0
HML1_3p12.3,0,0,0,0,0,0,0,0,0
HML1_Un_KI270742v1,0,0,0,0,0,0,0,0,0
HML1_Yq11.21a,0,0,0,0,0,0,0,0,0
HML1_Yq11.221a,0,0,0,0,0,0,0,0,0
HML2_Xq11.1,0,0,0,0,1,0,0,0,0
HML5_Yq11.223b,0,0,0,0,0,0,0,0,0
HML6_1p13.3,0,0,0,0,0,0,2,0,0
HUERSP1_12p12.1,0,0,0,0,1,1,2,2,2
HUERSP1_15q25.3,0,0,0,0,0,0,0,0,0
HUERSP1_1p36.13,0,0,0,0,0,0,0,0,0
HUERSP1_3q22.2a,0,0,0,0,0,0,0,0,0
HUERSP1_4q23,0,0,0,0,0,0,0,0,0
HUERSP1_6q27,0,0,0,0,0,0,0,0,0
HUERSP2_13q12.11,0,0,0,0,1,0,0,0,0
HUERSP2_1p21.3,0,0,0,0,1,0,0,0,0
HUERSP3_12p11.21,0,0,0,0,0,0,1,1,0
HUERSP3_18q23,0,0,0,0,1,0,1,2,0
HUERSP3_19q11,0,0,0,0,1,0,1,0,0
HUERSP3_8q11.1,0,0,0,0,1,1,0,0,0
HUERSP3B_11q14.1,0,0,0,0,0,0,0,0,0
HUERSP3B_15q25.1,0,0,0,0,1,1,1,0,3
HUERSP3B_Xq21.33,0,0,0,0,0,0,0,0,0
L1FLnI_10q21.1b,0,0,0,0,0,0,0,0,0
L1FLnI_10q21.3s,0,0,0,0,0,0,0,0,0
L1FLnI_10q23.1h,0,0,0,0,0,0,0,0,0
L1FLnI_10q23.1y,0,0,0,0,0,0,0,0,0
L1FLnI_10q23.31aa,0,0,0,0,0,1,2,0,0
L1FLnI_11q14.1y,0,0,0,0,0,0,1,0,0
L1FLnI_11q14.2aa,0,0,0,0,1,0,0,0,0
L1FLnI_11q14.3z,0,0,0,0,0,0,0,0,0
L1FLnI_11q24.2o,0,0,0,0,0,0,0,0,0
L1FLnI_11q24.2q,0,0,0,0,0,0,0,0,0
L1FLnI_12q23.3w,0,0,0,0,0,0,0,0,0
L1FLnI_13q14.11n,0,0,0,0,1,0,0,0,0
L1FLnI_13q21.32b,0,0,0,0,0,0,0,0,0
L1FLnI_13q31.1ra,0,0,0,0,0,0,0,0,0
L1FLnI_14q21.1f,0,0,0,0,3,0,0,0,1
L1FLnI_14q31.3a,0,0,0,0,0,0,0,0,0
L1FLnI_15q21.2d,0,0,0,0,0,0,0,0,0
L1FLnI_15q26.2d,0,0,0,0,0,0,0,0,0
L1FLnI_17q21.33e,0,0,0,0,0,0,0,0,0
L1FLnI_18p11.31n,0,0,0,0,0,0,0,0,0
L1FLnI_18p11.31r,0,0,0,0,0,0,0,0,0
L1FLnI_18q12.3k,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.1fa,0,0,0,0,0,0,0,0,0
L1FLnI_1p31.1qc,0,0,0,0,3,0,0,0,0
L1FLnI_1q21.3g,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1f,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.1o,0,0,0,0,0,0,0,0,0
L1FLnI_1q43c,0,0,0,0,0,0,0,0,1
L1FLnI_2p12w,0,0,0,0,0,0,0,0,0
L1FLnI_2p22.1h,0,0,0,0,0,0,0,0,0
L1FLnI_2q12.1k,0,0,0,0,0,0,0,0,0
L1FLnI_2q23.3ba,0,0,0,0,0,0,0,0,0
L1FLnI_2q23.3x,0,0,0,0,0,0,0,0,0
L1FLnI_2q24.1d,0,0,0,0,0,0,0,0,0
L1FLnI_2q35e,0,0,0,0,0,0,0,0,0
L1FLnI_3p12.1a,0,0,0,0,0,0,0,0,0
L1FLnI_3p24.3na,0,0,0,0,0,0,0,0,0
L1FLnI_3q11.2a,0,0,0,0,0,0,1,0,0
L1FLnI_3q11.2ba,0,0,0,0,0,0,0,0,0
L1FLnI_3q12.3k,0,0,0,0,0,0,0,0,0
L1FLnI_3q13.13ea,0,0,0,0,1,0,0,0,0
L1FLnI_3q26.1y,0,0,0,0,0,0,0,0,0
L1FLnI_4p13n,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.1xa,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.2x,0,0,0,0,0,0,0,0,0
