N3,N2,B1,B2,P3,P2,P1,N1,C1,C2,C3
HERVH_19q13.32b,0,0,0,0,0,0,0,0,0,0,0
HERVH_5p12a,0,0,0,0,0,0,0,0,0,0,0
HERVIP10F_7p21.3,0,0,0,0,0,0,0,1,0,0,0
HERVIP10F_7q21.11,0,0,0,0,0,0,0,2,0,0,0
HERVIP10F_9q21.12,0,0,0,0,0,0,0,3,0,0,0
HERVIP10FH_5q23.1b,0,0,0,0,0,0,0,0,0,0,0
HERVL_10q23.2,0,0,0,0,0,0,0,0,0,0,0
HERVL_12q21.32b,0,0,0,0,0,0,0,0,0,0,0
HERVL_13q31.3b,0,0,0,0,0,0,0,0,0,0,0
HERVL_13q31.3c,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p21.1g,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p22.2g,0,0,0,0,0,0,0,0,0,0,0
HERVL_1q23.1b,0,0,0,0,0,0,0,1,0,0,0
HERVL_21q21.1d,0,0,0,0,0,0,0,0,0,0,0
HERVL_21q21.1e,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q22.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL_3p22.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL_3q22.1,0,0,0,0,0,0,0,1,0,0,1
HERVL_4q13.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL_4q32.3b,0,0,0,0,0,0,0,1,0,0,0
HERVL_4q34.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q22.31e,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q22.31f,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q27e,0,0,0,0,0,0,0,0,0,0,0
HERVL_9p21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVL_9p24.3,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq12a,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq27.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL18_18q21.32,0,0,0,0,0,0,0,1,0,0,0
HERVL18_2q14.3b,0,0,0,0,0,0,0,1,0,0,0
HERVL18_4q24a,0,0,0,0,0,0,0,2,0,0,0
HERVL18_6q14.1,0,0,0,0,0,0,0,0,0,1,0
HERVL18_7q35,0,0,0,0,0,0,0,1,0,0,0
HERVL18_9p23,0,0,0,0,0,0,0,1,0,0,0
HERVL32_19q13.33c,0,0,0,0,0,0,0,1,0,0,0
HERVL32_21p11.2,0,0,0,0,0,0,0,0,0,0,0
HERVL32_4q35.2b,0,0,0,0,0,0,0,1,0,0,0
HERVL32_6q13,0,0,0,0,0,0,0,1,0,0,0
HERVL32_Xp11.21,0,0,0,0,0,0,0,1,0,0,0
HERVL40_14q11.2c,0,0,0,0,0,0,0,4,0,0,0
HERVL40_4q34.1b,0,0,0,0,0,0,0,1,0,0,0
HERVL40_5q23.3,0,0,0,0,0,0,0,2,0,0,0
HERVL40_8q12.3,0,0,0,0,0,0,0,1,0,0,0
HERVL66_18q12.1,0,0,0,0,0,0,0,1,0,0,0
HERVL66_19p12g,0,0,0,0,0,0,0,0,0,0,0
HERVL74_3q13.2a,0,0,0,0,0,0,0,1,0,0,0
HERVL74_4p15.32,0,0,0,0,0,0,0,1,0,1,0
HERVP71A_13q21.32,0,0,0,0,0,0,0,0,0,0,0
HERVS71_16p11.1,0,0,0,0,0,0,0,0,0,0,0
HERVS71_Yq11.23a,0,0,0,0,0,0,0,1,0,0,0
HERVS71_Yq11.23b,0,0,0,0,0,0,0,0,0,0,0
HERVW_Yp11.2,0,0,0,0,0,0,0,0,0,0,0
HML1_22p11.2b,0,0,0,0,0,0,0,0,0,0,0
HML1_2q31.3a,0,0,0,0,0,0,0,0,0,0,0
HML1_3_GL000221v1_random,0,0,0,0,0,0,0,0,0,0,0
HML1_4p13,0,0,0,0,0,0,0,0,0,0,0
HML3_Yq11.23b,0,0,0,0,0,0,0,0,0,0,0
HML5_4q21.23,0,0,0,0,0,0,0,0,0,0,0
HML6_5q23.3,0,0,0,0,0,0,0,1,0,0,0
HUERSP1_12p12.3b,0,0,0,0,0,0,0,0,0,0,0
HUERSP1_13q13.1,0,0,0,0,0,0,0,1,0,0,0
HUERSP1_1p36.12,0,0,0,0,0,0,0,1,0,0,0
HUERSP1_3q26.31,0,0,0,0,0,0,0,0,0,0,0
HUERSP1_4q13.1,0,0,0,0,0,0,0,0,0,0,0
HUERSP1_4q27,0,0,0,0,0,0,0,0,0,0,0
HUERSP2_11q12.1,0,0,0,0,0,0,0,1,0,0,0
HUERSP2_13q31.1a,0,0,0,0,0,0,0,1,0,0,0
HUERSP2_4q26,0,0,0,0,0,0,0,2,0,0,0
HUERSP2_7q33,0,0,0,0,0,0,0,4,0,0,0
HUERSP3_18q12.2,0,0,0,0,0,0,0,1,13,5,21
HUERSP3_8p11.22,0,0,0,0,0,0,0,1,0,0,0
HUERSP3_Xq13.3b,0,0,0,0,0,0,0,1,0,0,0
HUERSP3_Xq21.31,0,0,0,0,0,0,0,0,0,0,0
HUERSP3_Yp11.2a,0,0,0,0,0,0,0,0,0,0,0
HUERSP3_Yq11.222a,0,0,0,0,0,0,0,0,0,0,0
HUERSP3_Yq11.222b,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_10q21.1b,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_11q14.1,0,0,0,0,0,0,0,2,0,0,0
HUERSP3B_11q14.3,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_2p25.3b,0,0,0,0,0,0,0,1,0,0,0
HUERSP3B_3q11.2,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_3q28a,0,0,0,0,0,0,0,1,0,0,0
HUERSP3B_5q23.2a,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_5q23.2b,0,0,0,0,0,0,0,1,0,0,0
HUERSP3B_6q12,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_8q11.21,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_Xq21.33,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_10q21.3x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_10q25.1q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_11q14.1k,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_11q14.1l,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_11q14.3w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_11q22.3h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_11q22.3s,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_11q24.1e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_12p12.3ba,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_13q13.3v,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_13q21.1w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_13q31.1ra,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_14q11.2e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_14q21.1ta,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_14q21.2n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_16q21m,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_16q21x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_16q22.2c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_18p11.21f,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_18q12.2a,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_18q12.2j,0,0,0,0,0,0,0,0,29,11,7
L1FLnI_1p21.2g,0,0,0,0,0,0,0,0,0,0,1
L1FLnI_1q25.2g,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_1q31.2o,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_1q41b,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_21q21.2b,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2p16.1i,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_2p16.3u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q14.3ca,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q14.3h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q23.3o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q23.3v,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_2q24.2n,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_3p12.1d,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_3p12.2f,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_3q13.13da,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_3q22.1o,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_3q28k,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4p12n,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4p15.1u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.1ta,0,0,0,0,0,0,0,2,0,0,0
L1FLnI_4q23b,0,0,0,0,0,0,0,1,0,0,2
L1FLnI_4q23p,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q24ia,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q25c,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q26ca,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q28.3ia,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q31.21ha,0,0,0,0,0,0,0,2,0,3,0
L1FLnI_4q31.22o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q32.3y,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_5p13.2p,0,0,0,0,0,0,0,1,0,1,0
L1FLnI_5q14.1l,0,0,0,0,0,0,0,2,0,0,0
L1FLnI_5q14.3cb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_5q23.1s,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_6p22.3u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_6q16.1o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_6q16.1x,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_7p12.1h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7p14.1s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7p21.1d,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_7q31.1t,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7q31.2o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7q35b,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8p11.21f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8p12l,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_8p22a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8q21.3ka,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_8q23.1a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8q24.13o,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_8q24.21s,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_9p24.1aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_9q21.31h,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_9q22.31i,0,0,0,0,0,0,0,2,0,0,0
L1FLnI_Xq11.1n,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_Xq13.2j,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.33ib,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq22.1ia,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_Xq23jb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq25fa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq25pa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq26.3f,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_Xq27.2g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.222w,0,0,0,0,0,0,0,0,0,0,0
LTR19_10q25.1,0,0,0,0,0,0,0,0,0,0,0
LTR19_19p13.2a,0,0,0,0,0,0,0,0,0,0,0
LTR19_Yq11.221a,0,0,0,0,0,0,0,2,0,0,0
LTR19_Yq11.221b,0,0,0,0,0,0,0,0,0,0,0
LTR25_Yq11.23h,0,0,0,0,0,0,0,0,0,0,0
LTR25_Yq11.23i,0,0,0,0,0,0,0,0,0,0,0
MER101_13q12.3,0,0,0,0,0,0,0,1,0,0,0
MER101_13q21.31,0,0,0,0,0,0,0,1,0,0,0
MER101_1p31.3,0,0,0,0,0,0,0,2,0,1,0
MER101_8q21.11a,0,0,0,0,0,0,0,1,0,0,0
MER34B_14q32.31,0,0,0,0,0,0,0,1,0,0,0
MER34B_1p22.3b,0,0,0,0,0,0,0,1,0,1,0
MER4_11p15.4b,0,0,0,0,0,0,0,1,0,0,0
MER4_11q12.1d,0,0,0,0,0,0,0,0,0,0,0
MER4_11q12.3a,0,0,0,0,0,0,0,0,0,0,0
MER4_1q24.1b,0,0,0,0,0,0,0,0,0,0,0
MER4_4q24d,0,0,0,0,0,0,0,0,0,0,0
MER4_4q31.3b,0,0,0,0,0,0,0,3,1,2,0
MER4_5p13.2b,0,0,0,0,0,0,0,0,0,0,0
MER4_6q11.1a,0,0,0,0,0,0,0,1,0,0,0
MER4_6q22.31,0,0,0,0,0,0,0,0,0,0,0
MER4_6q27b,0,0,0,0,0,0,0,0,0,0,0
MER4_7p12.1,0,0,0,0,0,0,0,0,0,0,0
MER4_7q31.31a,0,0,0,0,0,0,0,1,0,0,0
MER4_8q12.1d,0,0,0,0,0,0,0,1,0,0,0
MER4_8q23.3b,0,0,0,0,0,0,0,1,0,0,0
MER4_9q22.31b,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq21.31k,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq21.32c,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq22.3c,0,0,0,0,0,0,0,1,0,0,0
MER4_Xq27.1a,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq27.2b,0,0,0,0,0,0,0,1,0,0,0
MER41_11q12.1a,0,0,0,0,0,0,0,0,0,0,0
MER41_11q22.1b,0,0,0,0,0,0,0,0,0,0,0
MER41_12q23.2a,0,0,0,0,0,0,0,0,0,0,0
MER41_14q21.2a,0,0,0,0,0,0,0,1,0,0,0
MER41_18q21.1,0,0,0,0,0,0,0,0,0,1,0
MER41_1p33,0,0,0,0,0,0,0,1,0,0,0
MER41_4q13.2d,0,0,0,0,0,0,0,1,4,4,0
MER41_7p12.3,0,0,0,0,0,0,0,1,0,0,0
MER41_7p14.1a,0,0,0,0,0,0,0,2,22,0,6
MER41_8q24.13,0,0,0,0,0,0,0,0,0,0,0
MER41_9p24.1a,0,0,0,0,0,0,0,0,0,0,0
MER41_Xp11.21a,0,0,0,0,0,0,0,0,0,0,0
MER41_Xp11.21c,0,0,0,0,0,0,0,0,0,0,0
MER4B_17p12a,0,0,0,0,0,0,0,0,0,0,0
MER4B_3p24.3,0,0,0,0,0,0,0,3,0,0,0
MER4B_Xp11.21b,0,0,0,0,0,0,0,1,0,0,0
MER61_10p12.2,0,0,0,0,0,0,0,0,0,0,0
MER61_10q25.1,0,0,0,0,0,0,0,0,0,0,0
MER61_12q13.12,0,0,0,0,0,0,0,3,0,1,0
MER61_12q14.1a,0,0,0,0,0,0,0,0,0,0,0
MER61_12q14.2,0,0,0,0,0,0,0,1,0,0,0
MER61_14q21.2,0,0,0,0,0,0,0,1,0,0,0
MER61_3q11.2a,0,0,0,0,0,0,0,1,0,0,0
MER61_4p15.2,0,0,0,0,0,0,0,1,0,0,0
MER61_5p14.1,0,0,0,0,0,0,0,2,2,0,0
MER61_6q16.3c,0,0,0,0,0,0,0,1,0,0,0
MER61_7p12.2b,0,0,0,0,0,0,0,1,0,0,0
MER61_7p14.1,0,0,0,0,0,0,0,0,0,0,0
MER61_Xq21.1a,0,0,0,0,0,0,0,1,0,0,0
MER61_Xq21.1h,0,0,0,0,0,0,0,3,0,0,0
MER61_Xq21.31d,0,0,0,0,0,0,0,0,0,0,0
MER61_Yp11.2a,0,0,0,0,0,0,0,0,0,0,0
PABLA_11q12.1a,0,0,0,0,0,0,0,0,0,0,0
PABLA_13q12.12,0,0,0,0,0,0,0,0,0,0,0
PABLA_4q32.2,0,0,0,0,0,0,0,0,0,0,0
PABLA_6q26b,0,0,0,0,0,0,0,0,0,0,0
PABLB_14q11.2c,0,0,0,0,0,0,0,1,0,0,0
PABLB_18q22.1,0,0,0,0,0,0,0,1,0,0,0
PABLB_7q22.3,0,0,0,0,0,0,0,1,0,0,0
PRIMA4_1q24.3,0,0,0,0,0,0,0,1,0,0,3
PRIMA41_1q42.13a,0,0,0,0,0,0,0,0,0,0,0
PRIMA41_1q42.13c,0,0,0,0,0,0,0,0,0,0,0
PRIMA41_3q13.33,0,0,0,0,0,0,0,2,0,0,0
PRIMA41_Yq11.222a,0,0,0,0,0,0,0,0,0,0,0
PRIMA41_Yq11.222b,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_10p12.2,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_10q25.1f,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_11q13.4a,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_12q12e,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_13q31.3d,0,0,0,0,0,0,0,0,2,0,0
ERV316A3_15q21.1e,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_1q25.2b,0,0,0,0,0,0,0,0,36,23,41
ERV316A3_21q22.3a,0,0,0,0,0,0,0,0,1,2,11
ERV316A3_2p22.3b,0,0,0,0,0,0,0,0,2,0,0
ERV316A3_2q35d,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_2q35i,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_2q37.3a,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_3p12.1d,0,0,0,0,0,0,0,0,2,0,0
ERV316A3_3p21.31a,0,0,0,0,0,0,0,0,1,2,0
ERV316A3_3p21.31b,0,0,0,0,0,0,0,0,1,2,2
ERV316A3_3q13.11i,0,0,0,0,0,0,0,0,3,1,3
ERV316A3_3q13.12f,0,0,0,0,0,0,0,0,1,1,0
ERV316A3_4q32.3a,0,0,0,0,0,0,0,0,1,1,0
ERV316A3_5p14.1e,0,0,0,0,0,0,0,0,2,0,0
ERV316A3_5q12.1c,0,0,0,0,0,0,0,0,0,1,1
ERV316A3_6q24.1c,0,0,0,0,0,0,0,0,1,0,0
ERV316A3_8p22f,0,0,0,0,0,0,0,0,1,5,5
ERV316A3_8q24.23e,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_9p21.1b,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_Xq28j,0,0,0,0,0,0,0,0,3,1,1
ERVL_4q13.3b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_11q21d,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_13q12.12b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_13q31.2g,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_13q34b,0,0,0,0,0,0,0,0,18,40,46
ERVLB4_14q32.33a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q25.2,0,0,0,0,0,0,0,0,1,0,0
ERVLB4_18p11.32c,0,0,0,0,0,0,0,0,1,1,91
ERVLB4_3q25.31b,0,0,0,0,0,0,0,0,1,0,0
ERVLB4_5q12.1a,0,0,0,0,0,0,0,0,2,1,11
ERVLB4_5q12.1b,0,0,0,0,0,0,0,0,1,0,0
ERVLB4_5q21.3b,0,0,0,0,0,0,0,0,1,0,0
ERVLB4_5q23.2b,0,0,0,0,0,0,0,0,1,0,0
ERVLB4_7p12.1f,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_7p12.3c,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_7q22.3,0,0,0,0,0,0,0,0,7,1,1
ERVLB4_8q13.2,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8q23.3d,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_9p24.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_Xp11.3a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_Xq27.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLE_10p12.2a,0,0,0,0,0,0,0,0,2,0,0
ERVLE_10q24.2,0,0,0,0,0,0,0,0,4,0,3
ERVLE_13q21.2c,0,0,0,0,0,0,0,0,0,0,0
ERVLE_13q31.1t,0,0,0,0,0,0,0,0,1,0,0
ERVLE_14q22.2a,0,0,0,0,0,0,0,0,1,0,0
ERVLE_14q32.2a,0,0,0,0,0,0,0,0,2,0,0
ERVLE_16p13.12,0,0,0,0,0,0,0,0,10,1,2
ERVLE_1p34.2g,0,0,0,0,0,0,0,0,1,4,1
ERVLE_2q12.2,0,0,0,0,0,0,0,0,4,2,1
ERVLE_3p12.2e,0,0,0,0,0,0,0,0,1,0,0
ERVLE_3q13.11d,0,0,0,0,0,0,0,0,22,14,3
ERVLE_4q28.1a,0,0,0,0,0,0,0,0,1,1,0
ERVLE_4q28.1b,0,0,0,0,0,0,0,0,1,1,1
ERVLE_4q32.3a,0,0,0,0,0,0,0,0,1,0,0
ERVLE_4q34.3a,0,0,0,0,0,0,0,0,0,0,0
ERVLE_5q33.3,0,0,0,0,0,0,0,0,2,0,0
ERVLE_6p21.32,0,0,0,0,0,0,0,0,212,35,3
ERVLE_6p24.1b,0,0,0,0,0,0,0,0,1,0,0
ERVLE_6q14.1e,0,0,0,0,0,0,0,0,0,0,0
ERVLE_6q24.1d,0,0,0,0,0,0,0,0,3,0,1
ERVLE_6q25.2b,0,0,0,0,0,0,0,0,1,0,0
ERVLE_7q21.11d,0,0,0,0,0,0,0,0,0,0,0
ERVLE_7q31.31b,0,0,0,0,0,0,0,0,1,0,0
ERVLE_8q24.23c,0,0,0,0,0,0,0,0,0,0,0
ERVLE_9p13.3b,0,0,0,0,0,0,0,0,1,0,0
ERVLE_Xq26.2g,0,0,0,0,0,0,0,0,0,0,0
HERV3_19p12c,0,0,0,0,0,0,0,0,0,0,0
HERV3_4q13.2a,0,0,0,0,0,0,0,0,0,0,0
HERV3_7q31.31,0,0,0,0,0,0,0,0,0,0,0
HERV30_Xq21.1,0,0,0,0,0,0,0,0,0,0,0
HERV4_14q21.2a,0,0,0,0,0,0,0,0,0,0,0
HERV4_2q23.3,0,0,0,0,0,0,0,0,0,0,0
HERV4_4q13.3,0,0,0,0,0,0,0,0,0,0,0
HERV4_4q24a,0,0,0,0,0,0,0,0,0,0,0
HERV4_6q16.3a,0,0,0,0,0,0,0,0,0,0,0
HERV4_Xq21.31a,0,0,0,0,0,0,0,0,0,0,0
HERV9_Yp11.2c,0,0,0,0,0,0,0,0,0,0,0
HERV9_Yq11.221k,0,0,0,0,0,0,0,0,0,0,0
HERVE_5q14.3a,0,0,0,0,0,0,0,0,0,0,0
HERVE_Yp11.2b,0,0,0,0,0,0,0,0,0,0,0
HERVEA_Xq21.1,0,0,0,0,0,0,0,0,0,0,0
HERVEA_Yq11.223a,0,0,0,0,0,0,0,0,0,1,0
HERVEA_Yq11.223b,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_10q21.3,0,0,0,0,0,0,0,0,3,0,0
HERVFRD_12q13.3,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_18p11.21,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_2p12b,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_4q28.3,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_4q32.3,0,0,0,0,0,0,0,0,7,2,2
HERVFRD_8q12.1f,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_8q12.3,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_8q21.13b,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_Yp11.2e,0,0,0,0,0,0,0,0,0,0,0
HERVI_3p21.2,0,0,0,0,0,0,0,0,0,0,1
HERVIP10F_14q11.2b,0,0,0,0,0,0,0,0,0,0,0
HERVIP10F_3p11.2,0,0,0,0,0,0,0,0,1,1,0
HERVIP10F_6q14.3,0,0,0,0,0,0,0,0,0,0,0
HERVIP10FH_1p36.21a,0,0,0,0,0,0,0,0,0,0,0
HERVIP10FH_2p24.3a,0,0,0,0,0,0,0,0,0,0,0
HERVK11D_Xq11.1,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_10q26.3,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_8p11.1a,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_8p11.1c,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_Yq11.222c,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_Yq11.222e,0,0,0,0,0,0,0,0,0,0,0
HERVK14C_Yq11.223a,0,0,0,0,0,0,0,0,0,0,0
HERVKC4_16p11.1,0,0,0,0,0,0,0,0,0,0,0
HERVL_13q31.1f,0,0,0,0,0,0,0,0,0,0,0
HERVL_14q31.2,0,0,0,0,0,0,0,0,0,0,0
HERVL_18p11.23,0,0,0,0,0,0,0,0,0,0,0
HERVL_18q12.1a,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p31.1c,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p31.1g,0,0,0,0,0,0,0,0,0,0,0
HERVL_1q31.3c,0,0,0,0,0,0,0,0,0,0,0
HERVL_21q21.3b,0,0,0,0,0,0,0,0,0,0,0
HERVL_2p16.3d,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q14.3d,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q14.3e,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q32.1b,0,0,0,0,0,0,0,0,0,0,0
HERVL_3p12.2b,0,0,0,0,0,0,0,0,0,0,0
HERVL_3p24.3e,0,0,0,0,0,0,0,0,0,0,0
HERVL_3q26.1d,0,0,0,0,0,0,0,0,0,0,0
HERVL_5p14.1k,0,0,0,0,0,0,0,0,0,0,0
HERVL_5p15.1c,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q13f,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q14.1c,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q24.1f,0,0,0,0,0,0,0,0,0,0,0
HERVL_7q31.1e,0,0,0,0,0,0,0,0,0,0,0
HERVL_7q31.33c,0,0,0,0,0,0,0,0,0,0,0
HERVL_8q11.21,0,0,0,0,0,0,0,0,0,0,0
HERVL_9q21.13b,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xp11.21e,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq13.2a,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq13.2b,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq21.32d,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq21.33a,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq21.33d,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq27.3d,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yq11.221c,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yq11.223b,0,0,0,0,0,0,0,0,0,0,0
HERVL18_11q13.4,0,0,0,0,0,0,0,0,0,0,0
HERVL18_11q22.3,0,0,0,0,0,0,0,0,0,0,0
HERVL18_12q21.31,0,0,0,0,0,0,0,0,0,0,0
HERVL18_13q31.3,0,0,0,0,0,0,0,0,0,0,0
HERVL18_1p22.3,0,0,0,0,0,0,0,0,0,0,0
HERVL18_22q12.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL18_2p12,0,0,0,0,0,0,0,0,0,0,0
HERVL18_2p16.1,0,0,0,0,0,0,0,0,1,0,0
